序号,页码,撒尼语读音(我方记法),汉文释义,义项数
6881,269,khwJ dzo+,惯偷,1
6882,269,khwJ dzɔJ,偷吃,1
6883,269,khwJ dɔ+,冒气,1
6884,269,khwJ mw+ ne+ mw+,偷摸,1
6885,269,khwJ ne+,偷看,1
6886,269,khwJ nɛi+,偷听,1
6887,269,khwJ tɔ+,上气,1
6888,269,khwJ tɛi+,被盗,1
6889,269,khwJ tʂhi7,语气,1
6890,269,khwJ ʑɔ+,盗获,1
6891,270,Si+ khui7 mɔ+,朽木,1
6892,270,khuA7,褂,1
6893,270,khui+,亏,1
6894,270,khui+ dzɔJ,吃亏,1
6895,270,khui+ pw+ tɛiJ,何苦,1
6896,270,khui7,朽,1
6897,270,khui7 ʑi+ tʂhe+,非常,1
6898,270,khuÃ+,宽,1
6899,270,khuÃ+ mwJ khuÃ+ tʂo+,宽敞,1
6900,270,tɛi7 do+ khu7,麻布褂子,1
6901,270,ʑɔ+ mw+ khw-+,磨麦面,1
6902,271,gÃJ,炸裂,1
6903,271,gɔ+,动(行动),1
6904,271,gɔ+ Xw+,肯干,1
6905,271,gɔ+ ZɛiJ,灌醉(酒),1
6906,271,gɔ+ ZɛiJ,大干,1
6907,271,gɔ+ dzɛi+,开始,1
6908,271,gɔ+ ghe+,能干,1
6909,271,gɔ+ no7,从事过,1
6910,271,gɔ+ tɔ+ ]ɛi+,行动起来,1
6911,271,gɔ+ tʂi7,敢干,1
6912,271,gɔ+ ʑi+,去干,1
6913,271,gɔJ,①闻；听见 ②饲料 ③粮(指租子、税粮),3
6914,271,gɔJ,①爱 ②想念 ③吻 ④嚼,4
6915,271,gɔJ bɛi+ hɛi+,仓库,1
6916,271,gɔJ bɛi+ tʂhɛi+,仓谷,1
6917,271,gɔJ kɔ7 tʂhi+,堂屋,1
6918,271,gɔJ nɔ+,嚼细,1
6919,271,gɔJ tɛi+,征粮,1
6920,271,gɔJ tʂi+ mɔ+,臼齿,1
6921,271,gɔJ ʑɔ7,难嚼,1
6922,272,go+,晴,1
6923,272,go+ 6e+ 6e+ mw+,天空晴朗,1
6924,272,go-+,①写 ②怕,2
6925,272,go-+ ]eJ,秘书,1
6926,272,go-+ dʑi+,①毕(姓氏) ②笔,2
6927,272,go-+ mɔJ zo+,别怕,1
6928,272,go-+ pɛi7,重写,1
6929,272,go-+ tɛi+,吓着,1
6930,272,go-+ tʂhɛiJ,怕得发抖,1
6931,272,go-+ ʑi+ tʂhe+,怕得要命,1
6932,272,goJ,供,1
6933,272,goJ duJ duJ,咕咚咚(象声词),1
6934,272,gɔJ,绣,1
6935,272,gɤ+,钩,1
6936,272,gɤ+,①冲 ②触 ③擦,3
6937,272,gɤ+ Xo+,擦干净,1
6938,272,gɤ+ Xɔ+,擦掉,1
6939,272,gɤ+ bu+,感激；谢谢；感谢,1
6940,272,gɤ+ bu7,恳求,1
6941,272,gɤ+ gw+,擦完,1
6942,272,gɤ+ tu+,擦子,1
6943,272,gɤ+ tʂhiJ,刷洗,1
6944,272,gɤ+ ʑA+,擦破,1
6945,272,gɤ+ ʑɔ+,胎盘,1
6946,273,gu+,①瘦 ②干巴,2
6947,273,gu+ pɛi7 gu+ ʑA+,瘦弱,1
6948,273,gu+ pɛi7 pɛi7,瘦嶙嶙,1
6949,273,gu+ tɔ7 ]ɔ7,晒干巴,1
6950,273,guJ,①筋 ②犁(名词),2
6951,273,guJ Zɛi+ mɔ+,犁栓,1
6952,273,guJ ]eJ mɔ+,犁把,1
6953,273,guJ du+ ]ɛi+,垄沟,1
6954,273,guJ dɔ+,犁箭,1
6955,273,guJ dɔ+ dʑiJ,跑了；不辞而别,1
6956,273,guJ dɛiJ,捏着拳头打,1
6957,273,guJ dʑoJ mɔ+,犁弯,1
6958,273,guJ mɔ+,犁(名)；步犁,1
6959,273,guJ nɛi7 pɛi+,犁鼻,1
6960,273,guJ pɛi7,抽筋,1
6961,273,guJ tʂhi+,犁底,1
6962,273,guJ tʂo+,筋骨,1
6963,273,guJ tʂo+,痉挛,1
6964,273,gw+,①进 ②嫁,2
6965,273,gw+ thuJ,出嫁,1
6966,273,gw+ tu+ no7 ŋɛiJ,装东西的容器,1
6967,273,gɤJ,①烤；焙；烘 ②窝(专指菌子),2
6968,273,gɤJ fɛi+,烘干,1
6969,273,gɤJ tdɔ+,焙烧,1
6970,274,gw+ duJ,入口,1
6971,274,gwJ,①雁 ②乳饼(专指羊奶做的饼),2
6972,274,gwJ Ze7,①胳肢 ②痒酥酥,2
6973,274,gwJ ]w7 ʑi+ nɛiJ phɔJ,格路日尼帕(《阿诗玛》中的人名),1
6974,274,gwJ ]wJ ]wJ mw+,均匀,1
6975,274,gwJ dʑiJ,厉害,1
6976,274,gwJ kw7 mɔJ mɔ+,大雁,1
6977,274,gwJ kw7 tʂhiJ gɔ+ phu+,雁南飞报冬来,1
6978,274,gwJ pw+,圭山,1
6979,274,gɯJ,床,1
6980,274,gɯJ XwJ,被褥,1
6981,274,gɯJ the+,床上,1
6982,275,ŋe+,鸟；雀,1
6983,275,ŋe+ bÃ+,打鸟,1
6984,275,ŋe+ bÃ+ tʂhi+,鸟枪,1
6985,275,ŋe+ mɛi7 gÃJ pw+,大燕子,1
6986,275,ŋe+ pheJ,芭蕉,1
6987,275,ŋe+ pheJ Si+,芭蕉树,1
6988,275,ŋe+ phu+,雄鸟,1
6989,275,ŋe+ pw+,鸟巢；鸟窝,1
6990,275,ŋe+ pɔ7,雄鸟,1
6991,275,ŋe+ pɛi+,鸭子,1
6992,275,ŋe+ pɛi+ dɔ+ mɔ+,鸭蛋,1
6993,275,ŋɿ+,霜,1
6994,275,ŋɿ+ ]ɛi+ tʂhA7,霜冻,1
6995,275,ŋɿ+ dlɔ+,下霜；降霜,1
6996,275,ŋɿ+ dlɔ+ nɛi+,霜降(节令),1
6997,275,ŋɿ+ dlɔ+ pw+ ]oJ ZeJ,霜降在山凹,1
6998,275,ŋɿ+ tdɔ+ mɔ+,冰块,1
6999,275,ŋɿ7,的(用在陈述句的末尾，表示肯定的语气),1
7000,275,ŋɿJ,①剩 ②种；样,2
7001,275,ŋɿJ gɛi+,剩余,1
7002,275,ŋɿJ tsɔ+,其余,1
7003,275,ŋɿJ tsɔ+ tɔ7,遗留,1
7004,276,ŋe+,①叫；响 ②是；对,2
7005,276,ŋe+ 6e+ 6e+,叮哨响,1
7006,276,ŋe+ Xw+,响亮,1
7007,276,ŋe+ ZɔJ,小鸟,1
7008,276,ŋe+ du+ mɔ+,鹭鸶,1
7009,276,ŋe+ dɔ+ mɔ+,雀蛋,1
7010,276,ŋe+ e7,是的,1
7011,276,ŋe+ ghe+ pw+,鸟笼,1
7012,276,ŋe+ khuJ,响声,1
7013,276,ŋe+ mɔ+,雌鸟,1
7014,276,ŋe+ mɔJ ŋe+,是吗；对吗,1
7015,276,ŋe+ mɛi7 gÃJ ZɔJ,小燕子,1
7016,276,ŋe+ tsi+ ŋe+ nÃJ,鸟类；飞禽,1
7017,276,ŋe+ tʂo+,藤子,1
7018,276,ŋe+ ŋɛi+,鸟鸣,1
7019,276,ŋe7,是,1
7020,276,ŋe7 mɔ+,山土瓜,1
7021,276,ŋe7 mɔJ dʑiJ,①不得了 ②了不起,2
7022,276,ŋeJ,长,1
7023,276,ŋeJ Zɛi+,①恩情 ②遗产,2
7024,276,ŋeJ nɛi7,长短,1
7025,276,ŋɛi+,晕,1
7026,276,ŋɛi+ ghe+,弟；兄弟,1
7027,276,ŋɛi+ ghe+ ZɔJ,小兄弟,1
7028,276,ŋɛi+ ghe+ mɛiJ,弟媳,1
7029,276,ŋɛi+ ghe+ nw7 mɔ+,兄弟姐妹,1
7030,277,ŋÃJ,①扳 ②攀,2
7031,277,ŋÃJ dlɛiJ,折断,1
7032,277,ŋÃJ tʂhi+,扳下,1
7033,277,ŋɔ7,①五 ②借 ③拱 ④犁(动词) ⑤鱼 ⑥阴间,6
7034,277,ŋɔ7 SA+,鱼鳞,1
7035,277,ŋɔ7 Sw7 nɛi+ tʂheJ Zɛi+ nɛi+ ni+ Vɔ+ dɛi7,三天打鱼两天晒网,1
7036,277,ŋɔ7 Vɛi+,鱼网,1
7037,277,ŋɔ7 ZɔJ,小鱼,1
7038,277,ŋɔ7 ]wJ,五个,1
7039,277,ŋɔ7 dwJ nɛi+ tʂhe+,五彩线,1
7040,277,ŋɔ7 dʑiJ,鱼刺,1
7041,277,ŋɔ7 mɛi+,地狱；阴间,1
7042,277,ŋɔ7 mɛi+ ŋɔ7 dʑiJ Si+,阎王,1
7043,277,ŋɔ7 ne7,深耕,1
7044,277,ŋɔ7 pw+,坟墓,1
7045,277,ŋɔ7 pw+ ]oJ,义地,1
7046,277,ŋɔ7 pw+ mÃ+,墓地；坟地,1
7047,277,ŋɔ7 pw+ mɛi+ fɛi+,坟地,1
7048,277,ŋɔ7 pw+ tso+ 6ɛi+,扫墓；上坟,1
7049,277,ŋɔ7 pw+ tʂi7,移葬,1
7050,277,ŋɔ7 pɛi+ ]oJ,鱼篓,1
7051,277,ŋɔ7 tiA7,钓鱼,1
7052,277,ŋɔ7 tsi7,①姓赵 ②罩鱼,2
7053,277,ŋɔ7 tsi7 Vɛi+,赵氏,1
7054,277,ŋɔ7 tsi7 bɛi+,罩鱼笼,1
7055,277,ŋɔ7 zwJ,借用,1
7056,278,ŋɔ+,我,1
7057,278,ŋɔ+ Vɛi+,我家,1
7058,278,ŋɔ+ Vɛi+ hɛi+,我的家,1
7059,278,ŋɔ+ ]ɔJ,瓦,1
7060,278,ŋɔ+ ]ɔJ hɛi+,瓦房,1
7061,278,ŋɔ+ ]ɔJ nA7,烧瓦,1
7062,278,ŋɔ+ ]ɔJ nA7 duJ,砖瓦厂,1
7063,278,ŋɔ+ ]ɔJ nA7 pu7 ne+,瓦窑,1
7064,278,ŋɔ+ ]ɔJ nA7 tʂho+,瓦匠,1
7065,278,ŋɔ+ ]ɔJ phiJ,瓦片,1
7066,278,ŋɔ+ ]ɔJ tʂɛi7,瓦沟,1
7067,278,ŋɔ+ bɔJ,父亲(引称),1
7068,278,ŋɔ+ do+ bɛi+,我的衣服,1
7069,278,ŋɔ+ hɛi+ mɔ+,大瓦房,1
7070,278,ŋɔ+ khɛi+ Zɛi+ du+ ]ɔJ khɛi+ Zɛi+ mw+,我行我素,1
7071,278,ŋɔ+ mɔ+,母亲(引称),1
7072,278,ŋɔ+ mɛi7,嫂(引称),1
7073,278,ŋɔ+ pɛi+,兄(引称),1
7074,278,ŋɔ+ r phiJ,祖母(引称),1
7075,278,ŋɔ+ r ʑA7,姐(引称),1
7076,278,ŋɔ+ ʑɛi+,我的,1
7077,278,ŋɔ7 XɔJ,鱼肉,1
7078,278,ŋɔ7 ZɛiJ mɔ+,大鱼,1
7079,278,ŋɔ7 dʑiJ,鱼叉,1
7080,278,ŋɔ7 ghɛiJ,撮鱼,1
7081,278,ŋɔ7 ho+,养鱼,1
7082,278,ŋɔ7 khɔ7,煎鱼,1
7083,278,ŋɔ7 tʂhA7,炸鱼,1
7084,278,ŋɔ7 tʂi7 ]ɛi+,泥鳅,1
7085,278,ŋɔ7 ʑi+,鱼苗,1
7086,278,ŋɔ7 ʑi+,金鱼,1
7087,278,ŋɔ7 ʑi+,捕鱼,1
7088,278,ŋɔ7 ʑi+ phe+,鳝鱼,1
7089,278,ŋɔ7 ʑi+ tʂho+,渔民,1
7090,278,ŋɔ7 ʑi+ ʑi+,渔船,1
7091,278,ŋɔ7 ʑoJ,芹菜,1
7092,278,ŋɔ7 ʑɔ+,借得,1
7093,278,ŋɔJ,①我们 ②奔驰,2
7094,279,ŋo+,见,1
7095,279,ŋo+ tʂo+,舒适,1
7096,279,ŋo-+,拈,1
7097,279,ŋo-+ dzɔJ,拈吃,1
7098,279,ŋo-+ gw+,拈完,1
7099,279,ŋo7,①迫切 ②要,2
7100,279,ŋo7 ]w+ ]w+,迫切需要,1
7101,279,ŋo7 dzɔJ,想吃,1
7102,279,ŋo7 dɛiJ,行；可以；要得,1
7103,279,ŋo7 dɛiJ e7,还可以,1
7104,279,ŋo7 kw+ ʑiJ,欲眠(想睡觉),1
7105,279,ŋo7 mɔJ dʑiJ,要不得；作废；不能要,1
7106,279,ŋo7 nɔ7,需要量大,1
7107,279,ŋo7 tɛi+,必要,1
7108,279,ŋo7 tʂi7,想喝,1
7109,279,ŋo7 tʂi7,要紧,1
7110,279,ŋo7 zo+,需要,1
7111,279,ŋo7 ŋw+,想哭,1
7112,279,ŋo7 ŋɛiJ,剩余,1
7113,279,ŋo7 ʑɔ+,要得,1
7114,279,ŋo7 ʑɛi+,欲笑,1
7115,279,ŋo7 ʑɛi+,想走,1
7116,279,ŋo7 ʑɛi+ ]eJ,想动,1
7117,279,ŋoJ,①薅 ②钩(动词) ③杂草,3
7118,279,ŋoJ Xo+,薅净,1
7119,279,ŋoJ Xɔ+,薅过,1
7120,279,ŋoJ ]ɛi+,易薅,1
7121,279,ŋoJ dzɔJ,钩吃,1
7122,279,ŋoJ gw+,薅完,1
7123,279,ŋoJ nɔ7,杂草丛生,1
7124,279,ŋɔJ ʑɛi+,我们的,1
7125,280,Xɛi+ ŋu7 ʑoJ,至少,1
7126,280,ŋu7,至(极；最),1
7127,280,ŋuJ,黄牛,1
7128,280,ŋuJ ]o7,放牛,1
7129,280,ŋuJ ]o7 tʂho+,牧民,1
7130,280,ŋuJ ]ɔJ bu+,公黄牛,1
7131,280,ŋuJ bu+ tɛi+,牛拳,1
7132,280,ŋuJ bɛiJ,牛蹄,1
7133,280,ŋuJ du+ gɔ+,牛厩闩,1
7134,280,ŋuJ dɔ+,牛月(农历腊月),1
7135,280,ŋuJ dɛiJ,牛屎,1
7136,280,ŋuJ dʑiJ mɔ+,生牛(未驯过的),1
7137,280,ŋuJ mw7,牛马牲口,1
7138,280,ŋuJ mɔ+,母牛,1
7139,280,ŋuJ mɔ+ ZɔJ,母牛(未产过崽),1
7140,280,ŋuJ nɛi+,黄牛,1
7141,280,ŋuJ nɛi+ bɛi+ thu+ tɛi+,牛鼻绳(缰绳),1
7142,280,ŋuJ nɛi7 du+,兜嘴(牛嘴罩),1
7143,280,ŋuJ pw+,牛厩,1
7144,280,ŋuJ pɔ7,公黄牛,1
7145,280,ŋuJ pɛi7 mw7 ɛiJ,阉牛换马,1
7146,280,ŋuJ tsw+ ʑɛi+,驾车牛,1
7147,280,ŋuJ tɿ7 tɛi+,缰绳,1
7148,280,ŋɤ7,炎热,1
7149,280,ŋɤ7 nɔ+,晒得火辣辣的,1
7150,280,ŋɤ7 ʑi+,晒死,1
7151,281,ŋuJ A+ nɛi+,牛奶,1
7152,281,ŋuJ A+ nɛi+ mɔ+,枣子,1
7153,281,ŋuJ Si+,牵牛,1
7154,281,ŋuJ Xw+ tɿ7,骗牛(动词),1
7155,281,ŋuJ XɔJ,杀牛,1
7156,281,ŋuJ XɔJ,牛肉,1
7157,281,ŋuJ XɔJ bɛi+,牛肉干巴,1
7158,281,ŋuJ ZɔJ,牛犊,1
7159,281,ŋuJ geJ,赶牛,1
7160,281,ŋuJ ghɔJ,丑(属牛年),1
7161,281,ŋuJ gwJ +Si+ dɛiJ,打鼓；击鼓,1
7162,281,ŋuJ gwJ tsi+ mɔ+,牛皮鼓,1
7163,281,ŋuJ gwJ tsi+ tu7,编鼓,1
7164,281,ŋuJ gÃJ,骗牛(动词),1
7165,281,ŋuJ gɛi7 mɔ+,野牛,1
7166,281,ŋuJ khw+,牛角,1
7167,281,ŋuJ khw+ pu7,牛角号,1
7168,281,ŋuJ o7,牛头,1
7169,281,ŋuJ tʂhi+ mw7 ]eJ 6eJ,错综复杂,1
7170,281,ŋuJ tʂhiJ,牛粪,1
7171,281,ŋuJ tʂhiJ ghoJ,垫屣草,1
7172,281,ŋuJ tʂhɛiJ dÃJ,牛皮癣,1
7173,281,ŋuJ tʂi+,牛皮,1
7174,281,ŋuJ tʂi+ ʑoJ,牛皮菜,1
7175,281,ŋuJ tʂɔ7 mɔ+ ZɔJ,小母牛,1
7176,281,ŋuJ ʑi7,牛草,1
7177,281,ŋw+,哭,1
7178,281,ŋw+ dɛiJ Zɛi+ mɔJ dɛiJ,啼笑皆非,1
7179,281,ŋw+ dʑi7 dʑi7,哭哭啼啼,1
7180,281,ŋw+ tʂhɛi+ tʂhɛi+,哭泣,1
7181,281,ŋw+ ʑoJ nɔ7,哭歇,1
7182,282,]ɛi+ ]ɛi+ Sɔ+ ŋw+,轻轻地摇,1
7183,282,ŋw+,①摇 ②杉松,2
7184,282,ŋw+ Si+,杉木,1
7185,282,ŋw+ Si+ phɛiJ thɿJ phiJ Vɛi+,买一块杉木板子,1
7186,282,ŋw+ ]w+,动摇,1
7187,282,ŋw+ pɛi+ mɔ+,杉松球,1
7188,282,ŋw+ tsi+,杉树,1
7189,282,ŋw+ ŋw+ ]w+ ]w+,摇摇晃晃,1
7190,282,ŋw+ ʑo+ ]e+,动摇；摇摆不定,1
7191,282,ŋw+ ʑɔ7,难摇,1
7192,282,ŋw7,①望；观望；展望；侦察；瞻；瞻望 ②甑,2
7193,282,ŋw7 Zɛi+,甑子,1
7194,282,ŋw7 Zɛi+ kw+ tu+,甑箍,1
7195,282,ŋw7 ]eJ,甑耳,1
7196,282,ŋw7 mɛi+,瞭望,1
7197,282,ŋw7 tho+,甑底,1
7198,283,XÃJ,黑,1
7199,283,XÃJ ]w7,寒露(节令),1
7200,283,XÃJ to7 ne+,涵洞,1
7201,283,XÃJ ʑi+,还是,1
7202,283,Xɔ+,①送 ②解(指解大小便) ③了,3
7203,283,Xɔ+,蒿,1
7204,283,Xɔ+ Xɔ+,送终,1
7205,283,Xɔ+ bɛiJ,送给,1
7206,283,Xɔ+ mɔJ dʑiJ,不像话,1
7207,283,Xɔ+ thuJ,送行,1
7208,283,Xɔ+ tʂi+ mɔ+,象牙,1
7209,283,Xɔ+ tʂÃJ,幸福,1
7210,283,Xɔ+ ŋuJ,大象,1
7211,283,Xɔ+ ŋɔ7 pw+ de+,送葬,1
7212,283,Xɔ7,爱好,1
7213,283,Xɔ7 Su7,号数,1
7214,283,Xɔ7 dʑiJ,打上记号,1
7215,283,Xɔ7 mɔ+,号码,1
7216,283,XɔJ,杀；宰,1
7217,283,Xɛi+,憨,1
7218,283,Xɛi+ tsi+,①海 ②湖,2
7219,283,Xɛi+ tsi+ mɔ+,大海,1
7220,283,Xɛi+ tʂɛi+,海军,1
7221,283,XɛiJ,黑,1
7222,283,XɛiJ pe+,黑板,1
7223,284,Xo+,①清洁；干净 ②跨,2
7224,284,Xo+ 6e+,干净,1
7225,284,Xo+ 6e+ 6e+,光秃秃,1
7226,284,Xo+ Sɔ+,整洁,1
7227,284,Xo+ ]ɛi+ ]ɛi+ mw+,一干二净,1
7228,284,Xo+ bɛi+,清洁,1
7229,284,Xo+ bɛi+ bɛi+,干干净净,1
7230,284,Xo+ dʑJ,爱干净,1
7231,284,Xo+ ʑi+,跨过去,1
7232,284,Xo7,关怀,1
7233,284,Xo7 VwJ,销货；售货,1
7234,284,Xo7 VwJ tʂho+,售货员,1
7235,284,Xo7 Xe7,祸害,1
7236,284,Xo7 Xo7 ZɔJ,小盒子,1
7237,284,Xo7 dʑiJ,维护；袒护；掩盖,1
7238,284,Xo7 pe+,遮盖,1
7239,284,Xo7 tʂhiJ,盖住,1
7240,284,Xo7 tʂhwÃ+,闯祸；惹祸,1
7241,284,XɔJ,肉,1
7242,284,XɔJ SiJ,肌肉,1
7243,284,XɔJ Xɔ+,杀了,1
7244,284,XɔJ bɛi+,瘦肉；干巴,1
7245,284,XɔJ dzɔJ,杀吃,1
7246,284,XɔJ dzɔJ,吃肉,1
7247,284,XɔJ dʑi+,砍肉,1
7248,284,XɔJ dʑiJ mɔ+,生肉,1
7249,284,XɔJ gɤ7 tʂi+,肉皮,1
7250,284,XɔJ kɤ7,割肉,1
7251,284,XɔJ mɔJ mɔ+,腊肉,1
7252,284,XɔJ nɛi+ de+,腻,1
7253,284,XɔJ to7,剁肉,1
7254,284,XɔJ tʂhi+,肥肉,1
7255,284,XɔJ tʂɔ+,醃肉,1
7256,284,XɔJ ʑi+,杀死,1
7257,284,XɔJ ʑi+ Sɔ+,肉汤,1
7258,284,tʂhiJ XɔJ ŋuJ XɔJ,杀牛宰羊,1
7259,285,Xo+ Xo+,全部；所有,1
7260,285,Xo+ ŋeJ,讲究卫生,1
7261,285,Xo-+,火,1
7262,285,Xo-+ thuij,火腿,1
7263,285,XoJ,修,1
7264,285,XoJ,何,1
7265,285,XoJ XoJ mw+,贺贺(走快时的象声词),1
7266,285,XoJ Xɛi+ nɛi+ tʂhwJ Zɛi+ tʂhiJ tsiJ tʂi+ tʂw+,红河哈尼族彝族自治州,1
7267,285,XoJ ]ɛi+,合理,1
7268,285,XoJ dlɔ+ dʑiJ,合得来,1
7269,285,XoJ dʑiJ,注意,1
7270,285,XoJ gw+,修完(指修完树枝),1
7271,285,XoJ phiJ,和平,1
7272,285,XoJ thẽJ,合同,1
7273,285,XoJ thẽJ tʂi7,订合同,1
7274,285,XoJ tsoJ ʑɛiJ,合作社,1
7275,285,XoJ tʂɛi+,红军,1
7276,285,Xu+,呼(招呼的呼),1
7277,285,XuJ,互,1
7278,285,XuJ,胡,1
7279,285,XuJ SiJ,护士,1
7280,285,XuJ tsuJ tsu+,互助组,1
7281,285,Xɤ+,①斟(酒)；倒 ②绕 ③抹,3
7282,285,Xɤ+ Xɔ+,倒掉,1
7283,285,tʂɔ+ Xu+,招呼,1
7284,285,tʂɔ+ Xu+ dɛiJ,打招呼,1
7285,286,XuJ pe+,糊起来,1
7286,286,XuJ thuJ,糊涂,1
7287,286,Xw+,铁,1
7288,286,Xw+,铸,1
7289,286,Xw+ 6e7,剪刀,1
7290,286,Xw+ A+ gɔ+,铁门,1
7291,286,Xw+ A+ gɔ+ phiJ,铁门栓,1
7292,286,Xw+ ]e7,炼铁,1
7293,286,Xw+ ]o+ thu+,铁锤,1
7294,286,Xw+ du+ Xw+ dɔ7,裙子,1
7295,286,Xw+ dɛiJ,打铁,1
7296,286,Xw+ dɛiJ tu+ ]ɔ+ thuJ,打铁用的锤子,1
7297,286,Xw+ dɛiJ tʂho+,铁匠,1
7298,286,Xw+ dʑiJ,铁渣,1
7299,286,Xw+ dʑiJ,钉子,1
7300,286,Xw+ dʑiJ tsA7 tɛi+,碰钉子,1
7301,286,Xw+ mw7,自行车,1
7302,286,Xw+ ne+ dʑi+,火钳,1
7303,286,Xw+ nw+ tʂhe+,海宜村,1
7304,286,Xw+ pe+,铸造,1
7305,286,Xw+ phiJ,铁板,1
7306,286,Xw+ tde+,铁块,1
7307,286,Xw+ tde7,飞机,1
7308,286,Xw+ tdɔ+,铁块,1
7309,286,Xw+ tsw+,铁桥,1
7310,286,Xw+ tu7,锥子,1
7311,286,Xw+ tɛi+,千斤扣；铁链条,1
7312,286,Xw+ tɿ7,阉割,1
7313,286,Xw+ tʂhe+,铁线,1
7314,286,Xw+ tʂhɔJ,火车,1
7315,286,Xw+ tʂhɔJ kɔ+ mɔ+,铁路,1
7316,286,Xw+ ʑi+,铁水,1
7317,286,Xw+ ʑo7 mɔ+,铁勺,1
7318,286,Xw-+,①塘(水塘) ②捂,2
7319,286,Xw-+ mɛi+,捂熟,1
7320,286,Xw-+ nɔ+,伤寒,1
7321,286,Xw-+ nɛi+ mɔ+,蒲草村,1
7322,286,Xw-+ tsɔ+,塘子边,1
7323,286,Xw7,①吓 ②威胁 ③肾,3
7324,286,Xw7 dʑiJ ]ɔ7,恐吓,1
7325,286,Xw7 nɔ+,肾炎,1
7326,286,Xw7 pw7,吓倒,1
7327,286,Xw7 tɛi+,吓着,1
7328,286,XwJ,①洗 ②次；回,2
7329,286,XwJ bɛi+,毡子；披毡,1
7330,286,XwJ gw+,洗完,1
7331,286,XwJ nÃ+,洗澡,1
7332,287,XuA7,花,1
7333,287,XuA7 pe+,画上,1
7334,287,Xui+,灰,1
7335,287,Xui+ Zɛi7,婚姻,1
7336,287,Xui+ fwJ,恢复,1
7337,287,Xui7,毁,1
7338,287,Xui7 ZeJ,会员,1
7339,287,Xui7 ZɛiJ mɔ+,盛会；大会,1
7340,287,Xui7 bɔJ Xɔ+,散会,1
7341,287,Xui7 dzɔJ,混饭吃,1
7342,287,Xui7 khɛi+,开会,1
7343,287,Xui7 khɛi+ ʑɔ+,会场,1
7344,287,Xui7 tʂA7,占便宜；贪心,1
7345,287,XuiJ,回,1
7346,287,XuiJ 6Ã+ mɔ+,茴香,1
7347,287,XuiJ Kɔ+ ]ɛi+,转变,1
7348,287,XuiJ tʂhwJ,回族,1
7349,288,XuA+,心,1
7350,288,XuA+ ]ɛiJ,白面狸,1
7351,288,XuA+ tɛi+,着慌,1
7352,288,XuA+ ʑi+ tʂhe+,慌乱,1
7353,288,XuA7 6wJ,化学,1
7354,288,XuA7 Xɔ+,溶化,1
7355,288,XuA7 Zẽ7,化验,1
7356,288,XuA7 fɛiJ,化肥,1
7357,288,XuA7 gw+,化尽,1
7358,288,XuA7 tʂho+,画家,1
7359,288,XuAJ,,0
7360,288,XuAJ dʑɔ+ Vɛi+,黄(姓氏),1
7361,288,XuAJ tʂhÃJ,华侨,1
7362,289,ɣÃ+,①游 ②划 ③扒 ④犁(专指犁二茬地) ⑤搅,5
7363,289,ɣÃ+ bɔJ,搅乱,1
7364,289,ɣÃ+ pA7,搅拌,1
7365,289,ɣÃ+ pe+,扒拢,1
7366,289,ɣÃ+ ʑi+,搅匀,1
7367,289,ɣÃJ,昂,1
7368,289,ɣÃJ dzɛi+ Vɛi+,昂(姓氏),1
7369,289,ɣɔ+,得,1
7370,289,ɣɔJ,①力 ②工,2
7371,289,ɣɔJ dɔ+ Sɔ+ mw+,卖力地干,1
7372,289,ɣɔJ fi7 nɛi7 fi7,呕心沥血,1
7373,289,ɣɔJ meJ,澳门,1
7374,289,ɣɔJ phuJ,薪金；工资；薪水；报酬；工钱,1
7375,289,ɣɔJ phuJ ]ɛiJ,领工资,1
7376,289,ɣɔJ pɛi+ ɣɔJ ʑɛi7,换工,1
7377,289,ɣɛiJ,磨(动作迟缓),1
7378,290,ɣo7,①逗 ②强辩,2
7379,290,ɣɔJ KuAJ,管理工,1
7380,290,ɣɔJ Si+,监工,1
7381,290,ɣɔJ Xɛi+ ZɛiJ tʂo+ Xɛi+ ZɛiJ mw+,量力而行,1
7382,290,ɣɔJ ZeJ,衰退；力衰,1
7383,290,ɣɔJ ZɔJ,小工,1
7384,290,ɣɔJ ZɛiJ,大力士,1
7385,290,ɣɔJ dw+,窝工,1
7386,290,ɣɔJ dwJ,歇工；下班；收工,1
7387,290,ɣɔJ dzɔJ,吃力,1
7388,290,ɣɔJ dɔ+,加油干；出力；效劳；使劲；卖力；努力,1
7389,290,ɣɔJ dʑiJ mɔ+,蛮干；出憨力,1
7390,290,ɣɔJ fi+,分工,1
7391,290,ɣɔJ go7,夫役,1
7392,290,ɣɔJ go7 dɛi+,派伕,1
7393,290,ɣɔJ gw+,①讨厌 ②疲倦,2
7394,290,ɣɔJ ne+,力气；力量,1
7395,290,ɣɔJ ne+ nɛi+,有力,1
7396,290,ɣɔJ ne+ ŋo7 nɔ7,费工夫,1
7397,290,ɣɔJ nɔ7,停止；歇气；休息,1
7398,290,ɣɔJ nɛi+,有力；强壮,1
7399,290,ɣɔJ thuJ,费劲,1
7400,290,ɣɔJ tsA+ dɔ+,用劲,1
7401,290,ɣɔJ tɛiJ,顶替,1
7402,290,ɣɔJ tʂhɔ+ nɔ7,暂停,1
7403,290,ɣɔJ tʂhɔ+ ʑi7,较量,1
7404,290,ɣɔJ ŋe+ ɣɔJ ]wJ,全力以赴,1
7405,290,ɣɔJ ŋo7 nɔ7,费力,1
